,TMIN,TMAX,PRCP
1909-04-01 00:00:00+00:00,6.0,89.0,0.0
1909-04-02 00:00:00+00:00,-44.0,89.0,0.0
1909-04-03 00:00:00+00:00,-28.0,83.0,61.0
1909-04-04 00:00:00+00:00,-83.0,17.0,0.0
1909-04-05 00:00:00+00:00,-78.0,22.0,0.0
1909-04-06 00:00:00+00:00,-67.0,11.0,114.0
1909-04-07 00:00:00+00:00,-144.0,44.0,0.0
1909-04-08 00:00:00+00:00,-28.0,111.0,0.0
1909-04-09 00:00:00+00:00,-6.0,106.0,0.0
1909-04-10 00:00:00+00:00,-44.0,100.0,152.0
1909-04-11 00:00:00+00:00,-133.0,28.0,51.0
1909-04-12 00:00:00+00:00,-94.0,44.0,13.0
1909-04-13 00:00:00+00:00,-67.0,56.0,0.0
1909-04-14 00:00:00+00:00,-100.0,11.0,0.0
1909-04-15 00:00:00+00:00,-17.0,78.0,0.0
1909-04-16 00:00:00+00:00,-33.0,117.0,0.0
1909-04-17 00:00:00+00:00,-56.0,78.0,0.0
1909-04-18 00:00:00+00:00,-72.0,100.0,0.0
1909-04-19 00:00:00+00:00,-39.0,117.0,0.0
1909-04-20 00:00:00+00:00,-67.0,72.0,102.0
1909-04-21 00:00:00+00:00,-83.0,44.0,13.0
1909-04-22 00:00:00+00:00,-28.0,89.0,0.0
1909-04-23 00:00:00+00:00,-56.0,44.0,0.0
1909-04-24 00:00:00+00:00,-61.0,117.0,0.0
1909-04-25 00:00:00+00:00,-39.0,72.0,0.0
1909-04-26 00:00:00+00:00,-11.0,117.0,102.0
1909-04-27 00:00:00+00:00,-11.0,83.0,0.0
1909-04-28 00:00:00+00:00,-39.0,72.0,13.0
1909-04-29 00:00:00+00:00,-111.0,-33.0,559.0
1909-04-30 00:00:00+00:00,-200.0,22.0,0.0
1909-05-01 00:00:00+00:00,-39.0,83.0,0.0
1909-05-02 00:00:00+00:00,11.0,178.0,0.0
1909-05-03 00:00:00+00:00,39.0,200.0,0.0
1909-05-04 00:00:00+00:00,39.0,194.0,0.0
1909-05-05 00:00:00+00:00,-44.0,139.0,51.0
1909-05-06 00:00:00+00:00,-17.0,94.0,0.0
1909-05-07 00:00:00+00:00,-39.0,89.0,0.0
1909-05-08 00:00:00+00:00,-50.0,117.0,0.0
1909-05-09 00:00:00+00:00,-11.0,178.0,0.0
1909-05-10 00:00:00+00:00,0.0,128.0,107.0
1909-05-11 00:00:00+00:00,-17.0,56.0,0.0
1909-05-12 00:00:00+00:00,-17.0,72.0,15.0
1909-05-13 00:00:00+00:00,-6.0,111.0,0.0
1909-05-14 00:00:00+00:00,-11.0,117.0,102.0
1909-05-15 00:00:00+00:00,11.0,111.0,25.0
1909-05-16 00:00:00+00:00,-17.0,56.0,127.0
1909-05-17 00:00:00+00:00,-39.0,67.0,18.0
1909-05-18 00:00:00+00:00,-17.0,117.0,0.0
1909-05-19 00:00:00+00:00,-11.0,178.0,0.0
1909-05-20 00:00:00+00:00,22.0,183.0,0.0
1909-05-21 00:00:00+00:00,44.0,228.0,13.0
1909-05-22 00:00:00+00:00,44.0,111.0,18.0
1909-05-23 00:00:00+00:00,28.0,94.0,15.0
1909-05-24 00:00:00+00:00,50.0,172.0,51.0
1909-05-25 00:00:00+00:00,44.0,156.0,0.0
1909-05-26 00:00:00+00:00,44.0,222.0,0.0
1909-05-27 00:00:00+00:00,100.0,206.0,8.0
1909-05-28 00:00:00+00:00,67.0,167.0,0.0
1909-05-29 00:00:00+00:00,17.0,133.0,0.0
1909-05-30 00:00:00+00:00,17.0,178.0,0.0
1909-05-31 00:00:00+00:00,72.0,233.0,0.0
1909-06-01 00:00:00+00:00,56.0,256.0,0.0
1909-06-02 00:00:00+00:00,100.0,256.0,0.0
1909-06-03 00:00:00+00:00,56.0,239.0,0.0
1909-06-04 00:00:00+00:00,100.0,211.0,8.0
1909-06-05 00:00:00+00:00,128.0,183.0,0.0
1909-06-06 00:00:00+00:00,11.0,156.0,0.0
1909-06-07 00:00:00+00:00,11.0,111.0,76.0
1909-06-08 00:00:00+00:00,22.0,83.0,406.0
1909-06-09 00:00:00+00:00,-6.0,78.0,457.0
1909-06-10 00:00:00+00:00,33.0,106.0,76.0
1909-06-11 00:00:00+00:00,44.0,156.0,13.0
1909-06-12 00:00:00+00:00,33.0,194.0,0.0
1909-06-13 00:00:00+00:00,83.0,194.0,36.0
1909-06-14 00:00:00+00:00,122.0,244.0,0.0
1909-06-15 00:00:00+00:00,139.0,261.0,0.0
1909-06-16 00:00:00+00:00,100.0,261.0,30.0
1909-06-17 00:00:00+00:00,67.0,261.0,0.0
1909-06-18 00:00:00+00:00,156.0,267.0,0.0
1909-06-19 00:00:00+00:00,89.0,250.0,0.0
1909-06-20 00:00:00+00:00,94.0,150.0,234.0
1909-06-21 00:00:00+00:00,67.0,189.0,46.0
1909-06-22 00:00:00+00:00,44.0,161.0,0.0
1909-06-23 00:00:00+00:00,106.0,150.0,0.0
1909-06-24 00:00:00+00:00,50.0,189.0,0.0
1909-06-25 00:00:00+00:00,44.0,200.0,0.0
1909-06-26 00:00:00+00:00,106.0,217.0,0.0
1909-06-27 00:00:00+00:00,72.0,222.0,18.0
1909-06-28 00:00:00+00:00,50.0,161.0,69.0
1909-06-29 00:00:00+00:00,78.0,144.0,51.0
1909-06-30 00:00:00+00:00,67.0,300.0,13.0
1909-07-01 00:00:00+00:00,100.0,306.0,0.0
1909-07-02 00:00:00+00:00,122.0,267.0,0.0
1909-07-03 00:00:00+00:00,194.0,261.0,371.0
1909-07-04 00:00:00+00:00,106.0,267.0,163.0
1909-07-05 00:00:00+00:00,100.0,222.0,130.0
1909-07-06 00:00:00+00:00,100.0,217.0,414.0
1909-07-07 00:00:00+00:00,67.0,150.0,13.0
1909-07-08 00:00:00+00:00,50.0,211.0,0.0
1909-07-09 00:00:00+00:00,67.0,233.0,0.0
1909-07-10 00:00:00+00:00,72.0,206.0,0.0
1909-07-11 00:00:00+00:00,89.0,161.0,0.0
1909-07-12 00:00:00+00:00,61.0,200.0,0.0
1909-07-13 00:00:00+00:00,28.0,206.0,0.0
1909-07-14 00:00:00+00:00,28.0,222.0,0.0
1909-07-15 00:00:00+00:00,61.0,272.0,0.0
1909-07-16 00:00:00+00:00,100.0,317.0,0.0
1909-07-17 00:00:00+00:00,217.0,283.0,0.0
1909-07-18 00:00:00+00:00,144.0,256.0,0.0
1909-07-19 00:00:00+00:00,44.0,272.0,13.0
1909-07-20 00:00:00+00:00,83.0,194.0,0.0
1909-07-21 00:00:00+00:00,78.0,244.0,23.0
1909-07-22 00:00:00+00:00,78.0,289.0,0.0
1909-07-23 00:00:00+00:00,133.0,300.0,0.0
1909-07-24 00:00:00+00:00,122.0,278.0,0.0
1909-07-25 00:00:00+00:00,100.0,244.0,0.0
1909-07-26 00:00:00+00:00,89.0,206.0,254.0
1909-07-27 00:00:00+00:00,83.0,194.0,41.0
1909-07-28 00:00:00+00:00,61.0,183.0,38.0
1909-07-29 00:00:00+00:00,44.0,228.0,0.0
1909-07-30 00:00:00+00:00,72.0,256.0,0.0
1909-07-31 00:00:00+00:00,78.0,283.0,0.0
1909-08-01 00:00:00+00:00,89.0,278.0,8.0
1909-08-02 00:00:00+00:00,94.0,228.0,0.0
1909-08-03 00:00:00+00:00,67.0,256.0,0.0
1909-08-04 00:00:00+00:00,72.0,283.0,0.0
1909-08-05 00:00:00+00:00,56.0,222.0,0.0
1909-08-06 00:00:00+00:00,17.0,211.0,0.0
1909-08-07 00:00:00+00:00,72.0,244.0,173.0
1909-08-08 00:00:00+00:00,50.0,278.0,0.0
1909-08-09 00:00:00+00:00,100.0,283.0,0.0
1909-08-10 00:00:00+00:00,150.0,306.0,0.0
1909-08-11 00:00:00+00:00,156.0,278.0,0.0
1909-08-12 00:00:00+00:00,117.0,289.0,0.0
1909-08-13 00:00:00+00:00,167.0,289.0,0.0
1909-08-14 00:00:00+00:00,72.0,294.0,0.0
1909-08-15 00:00:00+00:00,106.0,300.0,0.0
1909-08-16 00:00:00+00:00,56.0,256.0,0.0
1909-08-17 00:00:00+00:00,56.0,289.0,0.0
1909-08-18 00:00:00+00:00,72.0,283.0,0.0
1909-08-19 00:00:00+00:00,72.0,306.0,0.0
1909-08-20 00:00:00+00:00,100.0,311.0,0.0
1909-08-21 00:00:00+00:00,83.0,222.0,36.0
1909-08-22 00:00:00+00:00,50.0,289.0,0.0
1909-08-23 00:00:00+00:00,50.0,206.0,91.0
1909-08-24 00:00:00+00:00,0.0,211.0,0.0
1909-08-25 00:00:00+00:00,72.0,261.0,0.0
1909-08-26 00:00:00+00:00,83.0,300.0,0.0
1909-08-27 00:00:00+00:00,122.0,206.0,48.0
1909-08-28 00:00:00+00:00,-22.0,239.0,0.0
1909-08-29 00:00:00+00:00,44.0,289.0,0.0
1909-08-30 00:00:00+00:00,89.0,311.0,0.0
1909-08-31 00:00:00+00:00,100.0,244.0,0.0
1909-09-01 00:00:00+00:00,94.0,150.0,104.0
1909-09-02 00:00:00+00:00,100.0,183.0,71.0
1909-09-03 00:00:00+00:00,44.0,150.0,686.0
1909-09-04 00:00:00+00:00,50.0,189.0,43.0
1909-09-05 00:00:00+00:00,44.0,239.0,0.0
1909-09-06 00:00:00+00:00,56.0,256.0,0.0
1909-09-07 00:00:00+00:00,72.0,239.0,0.0
1909-09-08 00:00:00+00:00,100.0,256.0,0.0
1909-09-09 00:00:00+00:00,128.0,244.0,0.0
1909-09-10 00:00:00+00:00,83.0,250.0,38.0
1909-09-11 00:00:00+00:00,33.0,111.0,152.0
1909-09-12 00:00:00+00:00,33.0,128.0,170.0
1909-09-13 00:00:00+00:00,67.0,178.0,10.0
1909-09-14 00:00:00+00:00,44.0,183.0,0.0
1909-09-15 00:00:00+00:00,94.0,211.0,0.0
1909-09-16 00:00:00+00:00,44.0,244.0,0.0
1909-09-17 00:00:00+00:00,44.0,156.0,0.0
1909-09-18 00:00:00+00:00,56.0,122.0,0.0
1909-09-19 00:00:00+00:00,11.0,183.0,0.0
1909-09-20 00:00:00+00:00,0.0,156.0,38.0
1909-09-21 00:00:00+00:00,-11.0,100.0,69.0
1909-09-22 00:00:00+00:00,-22.0,133.0,0.0
1909-09-23 00:00:00+00:00,-6.0,167.0,0.0
1909-09-24 00:00:00+00:00,28.0,228.0,0.0
1909-09-25 00:00:00+00:00,67.0,256.0,0.0
1909-09-26 00:00:00+00:00,61.0,211.0,8.0
1909-09-27 00:00:00+00:00,72.0,244.0,0.0
1909-09-28 00:00:00+00:00,100.0,261.0,0.0
1909-09-29 00:00:00+00:00,89.0,200.0,0.0
1909-09-30 00:00:00+00:00,-11.0,144.0,0.0
1909-10-01 00:00:00+00:00,17.0,178.0,0.0
1909-10-02 00:00:00+00:00,17.0,206.0,0.0
1909-10-03 00:00:00+00:00,61.0,228.0,0.0
1909-10-04 00:00:00+00:00,67.0,178.0,38.0
1909-10-05 00:00:00+00:00,22.0,178.0,0.0
1909-10-06 00:00:00+00:00,94.0,150.0,0.0
1909-10-07 00:00:00+00:00,-22.0,100.0,0.0
1909-10-08 00:00:00+00:00,-44.0,72.0,0.0
1909-10-09 00:00:00+00:00,0.0,100.0,0.0
1909-10-10 00:00:00+00:00,17.0,117.0,58.0
1909-10-11 00:00:00+00:00,-33.0,94.0,18.0
1909-10-12 00:00:00+00:00,-28.0,161.0,0.0
1909-10-13 00:00:00+00:00,44.0,172.0,0.0
1909-10-14 00:00:00+00:00,11.0,161.0,0.0
1909-10-15 00:00:00+00:00,-44.0,128.0,0.0
1909-10-16 00:00:00+00:00,-56.0,72.0,0.0
1909-10-17 00:00:00+00:00,-39.0,128.0,0.0
1909-10-18 00:00:00+00:00,-56.0,183.0,0.0
1909-10-19 00:00:00+00:00,-28.0,172.0,0.0
1909-10-20 00:00:00+00:00,-11.0,100.0,30.0
1909-10-21 00:00:00+00:00,11.0,144.0,0.0
1909-10-22 00:00:00+00:00,-11.0,128.0,0.0
1909-10-23 00:00:00+00:00,11.0,206.0,0.0
1909-10-24 00:00:00+00:00,22.0,144.0,30.0
1909-10-25 00:00:00+00:00,44.0,139.0,0.0
1909-10-26 00:00:00+00:00,-33.0,111.0,0.0
1909-10-27 00:00:00+00:00,-39.0,189.0,0.0
1909-10-28 00:00:00+00:00,-11.0,178.0,0.0
1909-10-29 00:00:00+00:00,17.0,133.0,0.0
1909-10-30 00:00:00+00:00,-61.0,89.0,0.0
1909-10-31 00:00:00+00:00,-44.0,100.0,0.0
1909-11-01 00:00:00+00:00,-11.0,83.0,0.0
1909-11-02 00:00:00+00:00,44.0,150.0,0.0
1909-11-03 00:00:00+00:00,78.0,178.0,0.0
1909-11-04 00:00:00+00:00,11.0,172.0,0.0
1909-11-05 00:00:00+00:00,-11.0,172.0,0.0
1909-11-06 00:00:00+00:00,-22.0,128.0,0.0
1909-11-07 00:00:00+00:00,-89.0,100.0,0.0
1909-11-08 00:00:00+00:00,-33.0,156.0,0.0
1909-11-09 00:00:00+00:00,11.0,139.0,0.0
1909-11-10 00:00:00+00:00,-56.0,56.0,94.0
1909-11-11 00:00:00+00:00,-67.0,0.0,13.0
1909-11-12 00:00:00+00:00,-133.0,-39.0,13.0
1909-11-13 00:00:00+00:00,-156.0,-100.0,51.0
1909-11-14 00:00:00+00:00,-200.0,-117.0,0.0
1909-11-15 00:00:00+00:00,-217.0,-33.0,0.0
1909-11-16 00:00:00+00:00,-67.0,0.0,0.0
1909-11-17 00:00:00+00:00,-33.0,61.0,0.0
1909-11-18 00:00:00+00:00,-17.0,122.0,0.0
1909-11-19 00:00:00+00:00,44.0,111.0,0.0
1909-11-20 00:00:00+00:00,-122.0,72.0,0.0
1909-11-21 00:00:00+00:00,-128.0,22.0,0.0
1909-11-22 00:00:00+00:00,-39.0,89.0,0.0
1909-11-23 00:00:00+00:00,17.0,72.0,0.0
1909-11-24 00:00:00+00:00,11.0,89.0,109.0
1909-11-25 00:00:00+00:00,-44.0,33.0,0.0
1909-11-26 00:00:00+00:00,-33.0,11.0,25.0
1909-11-27 00:00:00+00:00,-111.0,0.0,0.0
1909-11-28 00:00:00+00:00,-39.0,89.0,0.0
1909-11-29 00:00:00+00:00,44.0,133.0,0.0
1909-11-30 00:00:00+00:00,28.0,117.0,0.0
1909-12-01 00:00:00+00:00,-94.0,61.0,0.0
1909-12-02 00:00:00+00:00,-189.0,-11.0,0.0
1909-12-03 00:00:00+00:00,-233.0,-133.0,25.0
1909-12-04 00:00:00+00:00,-267.0,-139.0,0.0
1909-12-05 00:00:00+00:00,-267.0,-183.0,0.0
1909-12-06 00:00:00+00:00,-300.0,-194.0,0.0
1909-12-07 00:00:00+00:00,-311.0,-183.0,0.0
1909-12-08 00:00:00+00:00,-256.0,39.0,0.0
1909-12-09 00:00:00+00:00,-72.0,39.0,0.0
1909-12-10 00:00:00+00:00,-56.0,22.0,0.0
1909-12-11 00:00:00+00:00,-83.0,0.0,0.0
1909-12-12 00:00:00+00:00,-22.0,67.0,0.0
1909-12-13 00:00:00+00:00,-17.0,39.0,38.0
1909-12-14 00:00:00+00:00,-122.0,22.0,0.0
1909-12-15 00:00:00+00:00,-39.0,0.0,0.0
1909-12-16 00:00:00+00:00,-94.0,-11.0,102.0
1909-12-17 00:00:00+00:00,-144.0,-39.0,0.0
1909-12-18 00:00:00+00:00,-83.0,-11.0,0.0
1909-12-19 00:00:00+00:00,-89.0,-44.0,381.0
1909-12-20 00:00:00+00:00,-156.0,-72.0,51.0
1909-12-21 00:00:00+00:00,-244.0,-72.0,0.0
1909-12-22 00:00:00+00:00,-244.0,-44.0,0.0
1909-12-23 00:00:00+00:00,-122.0,-72.0,0.0
1909-12-24 00:00:00+00:00,-128.0,-61.0,0.0
1909-12-25 00:00:00+00:00,-89.0,22.0,0.0
1909-12-26 00:00:00+00:00,-100.0,-17.0,0.0
1909-12-27 00:00:00+00:00,-72.0,-6.0,0.0
1909-12-28 00:00:00+00:00,-67.0,0.0,0.0
1909-12-29 00:00:00+00:00,-33.0,44.0,0.0
1909-12-30 00:00:00+00:00,-22.0,56.0,0.0
1909-12-31 00:00:00+00:00,-39.0,44.0,25.0
1910-01-01 00:00:00+00:00,-250.0,-33.0,51.0
1910-01-02 00:00:00+00:00,-250.0,-94.0,102.0
1910-01-03 00:00:00+00:00,-267.0,-94.0,0.0
1910-01-04 00:00:00+00:00,-222.0,-117.0,102.0
1910-01-05 00:00:00+00:00,-172.0,-122.0,0.0
1910-01-06 00:00:00+00:00,-156.0,-67.0,0.0
1910-01-07 00:00:00+00:00,-94.0,-22.0,0.0
1910-01-08 00:00:00+00:00,-89.0,-28.0,0.0
1910-01-09 00:00:00+00:00,-122.0,6.0,0.0
1910-01-10 00:00:00+00:00,-122.0,22.0,0.0
1910-01-11 00:00:00+00:00,-150.0,-11.0,0.0
1910-01-12 00:00:00+00:00,-122.0,22.0,0.0
1910-01-13 00:00:00+00:00,-122.0,22.0,0.0
1910-01-14 00:00:00+00:00,-122.0,33.0,0.0
1910-01-15 00:00:00+00:00,-122.0,33.0,0.0
1910-01-16 00:00:00+00:00,-78.0,-22.0,0.0
1910-01-17 00:00:00+00:00,-72.0,6.0,0.0
1910-01-18 00:00:00+00:00,-56.0,33.0,0.0
1910-01-19 00:00:00+00:00,-67.0,17.0,0.0
1910-01-20 00:00:00+00:00,-78.0,50.0,0.0
1910-01-21 00:00:00+00:00,-33.0,61.0,0.0
1910-01-22 00:00:00+00:00,-11.0,72.0,0.0
1910-01-23 00:00:00+00:00,0.0,83.0,0.0
1910-01-24 00:00:00+00:00,6.0,89.0,0.0
1910-01-25 00:00:00+00:00,-39.0,39.0,0.0
1910-01-26 00:00:00+00:00,-67.0,-6.0,0.0
1910-01-27 00:00:00+00:00,-67.0,6.0,0.0
1910-01-28 00:00:00+00:00,-78.0,17.0,0.0
1910-01-29 00:00:00+00:00,-200.0,33.0,76.0
1910-01-30 00:00:00+00:00,-200.0,0.0,0.0
1910-01-31 00:00:00+00:00,-33.0,94.0,0.0
1910-02-01 00:00:00+00:00,-67.0,56.0,51.0
1910-02-02 00:00:00+00:00,-233.0,44.0,0.0
1910-02-03 00:00:00+00:00,-78.0,0.0,0.0
1910-02-04 00:00:00+00:00,-33.0,61.0,0.0
1910-02-05 00:00:00+00:00,-133.0,44.0,0.0
1910-02-06 00:00:00+00:00,-67.0,17.0,0.0
1910-02-07 00:00:00+00:00,-67.0,6.0,25.0
1910-02-08 00:00:00+00:00,-172.0,6.0,0.0
1910-02-09 00:00:00+00:00,-67.0,6.0,0.0
1910-02-10 00:00:00+00:00,-94.0,0.0,25.0
1910-02-11 00:00:00+00:00,-133.0,0.0,13.0
1910-02-12 00:00:00+00:00,-128.0,0.0,0.0
1910-02-13 00:00:00+00:00,-56.0,67.0,0.0
1910-02-14 00:00:00+00:00,-178.0,39.0,356.0
1910-02-15 00:00:00+00:00,-300.0,-67.0,0.0
1910-02-16 00:00:00+00:00,-333.0,-133.0,0.0
1910-02-17 00:00:00+00:00,-167.0,-50.0,0.0
1910-02-18 00:00:00+00:00,-194.0,-39.0,13.0
1910-02-19 00:00:00+00:00,-194.0,-61.0,0.0
1910-02-20 00:00:00+00:00,-233.0,-117.0,0.0
1910-02-21 00:00:00+00:00,-294.0,-194.0,13.0
1910-02-22 00:00:00+00:00,-372.0,-122.0,0.0
1910-02-23 00:00:00+00:00,-178.0,17.0,0.0
1910-02-24 00:00:00+00:00,-22.0,67.0,0.0
1910-02-25 00:00:00+00:00,-50.0,39.0,0.0
1910-02-26 00:00:00+00:00,-117.0,0.0,0.0
1910-02-27 00:00:00+00:00,-22.0,33.0,0.0
1910-02-28 00:00:00+00:00,-44.0,33.0,51.0
1910-03-01 00:00:00+00:00,-67.0,89.0,0.0
1910-03-02 00:00:00+00:00,39.0,111.0,0.0
1910-03-03 00:00:00+00:00,28.0,100.0,0.0
1910-03-04 00:00:00+00:00,17.0,122.0,0.0
1910-03-05 00:00:00+00:00,-17.0,111.0,0.0
1910-03-06 00:00:00+00:00,-61.0,117.0,0.0
1910-03-07 00:00:00+00:00,-17.0,111.0,0.0
1910-03-08 00:00:00+00:00,-28.0,72.0,0.0
1910-03-09 00:00:00+00:00,-83.0,78.0,0.0
1910-03-10 00:00:00+00:00,0.0,128.0,0.0
1910-03-11 00:00:00+00:00,22.0,150.0,0.0
1910-03-12 00:00:00+00:00,44.0,172.0,0.0
1910-03-13 00:00:00+00:00,0.0,183.0,0.0
1910-03-14 00:00:00+00:00,39.0,189.0,0.0
1910-03-15 00:00:00+00:00,-22.0,133.0,0.0
1910-03-16 00:00:00+00:00,-22.0,172.0,0.0
1910-03-17 00:00:00+00:00,-6.0,161.0,0.0
1910-03-18 00:00:00+00:00,-6.0,183.0,0.0
1910-03-19 00:00:00+00:00,72.0,183.0,0.0
1910-03-20 00:00:00+00:00,44.0,211.0,0.0
1910-03-21 00:00:00+00:00,33.0,200.0,0.0
1910-03-22 00:00:00+00:00,39.0,167.0,0.0
1910-03-23 00:00:00+00:00,17.0,94.0,0.0
1910-03-24 00:00:00+00:00,-39.0,56.0,0.0
1910-03-25 00:00:00+00:00,-67.0,111.0,0.0
1910-03-26 00:00:00+00:00,-56.0,89.0,0.0
1910-03-27 00:00:00+00:00,-44.0,106.0,0.0
1910-03-28 00:00:00+00:00,-22.0,100.0,8.0
1910-03-29 00:00:00+00:00,-67.0,72.0,51.0
1910-03-30 00:00:00+00:00,-61.0,122.0,0.0
1910-03-31 00:00:00+00:00,22.0,133.0,0.0
1910-04-01 00:00:00+00:00,-44.0,161.0,0.0
1910-04-02 00:00:00+00:00,0.0,111.0,23.0
1910-04-03 00:00:00+00:00,-50.0,39.0,457.0
1910-04-04 00:00:00+00:00,-72.0,50.0,0.0
1910-04-05 00:00:00+00:00,0.0,172.0,0.0
1910-04-06 00:00:00+00:00,17.0,128.0,0.0
1910-04-07 00:00:00+00:00,0.0,156.0,0.0
1910-04-08 00:00:00+00:00,0.0,189.0,0.0
1910-04-09 00:00:00+00:00,44.0,222.0,13.0
1910-04-10 00:00:00+00:00,28.0,194.0,13.0
1910-04-11 00:00:00+00:00,28.0,233.0,0.0
1910-04-12 00:00:00+00:00,17.0,172.0,0.0
1910-04-13 00:00:00+00:00,17.0,122.0,0.0
1910-04-14 00:00:00+00:00,-61.0,67.0,38.0
1910-04-15 00:00:00+00:00,-44.0,122.0,0.0
1910-04-16 00:00:00+00:00,0.0,178.0,0.0
1910-04-17 00:00:00+00:00,0.0,206.0,0.0
1910-04-18 00:00:00+00:00,17.0,239.0,0.0
1910-04-19 00:00:00+00:00,61.0,256.0,0.0
1910-04-20 00:00:00+00:00,56.0,161.0,0.0
1910-04-21 00:00:00+00:00,-22.0,122.0,0.0
1910-04-22 00:00:00+00:00,-11.0,194.0,0.0
1910-04-23 00:00:00+00:00,33.0,239.0,0.0
1910-04-24 00:00:00+00:00,128.0,272.0,0.0
1910-04-25 00:00:00+00:00,67.0,289.0,0.0
1910-04-26 00:00:00+00:00,183.0,289.0,0.0
1910-04-27 00:00:00+00:00,156.0,244.0,0.0
1910-04-28 00:00:00+00:00,72.0,167.0,89.0
1910-04-29 00:00:00+00:00,67.0,117.0,81.0
1910-04-30 00:00:00+00:00,-33.0,106.0,0.0
1910-05-01 00:00:00+00:00,-33.0,106.0,0.0
1910-05-02 00:00:00+00:00,-33.0,133.0,28.0
1910-05-03 00:00:00+00:00,17.0,178.0,0.0
1910-05-04 00:00:00+00:00,44.0,194.0,0.0
1910-05-05 00:00:00+00:00,44.0,183.0,0.0
1910-05-06 00:00:00+00:00,11.0,222.0,0.0
1910-05-07 00:00:00+00:00,-11.0,156.0,0.0
1910-05-08 00:00:00+00:00,56.0,222.0,0.0
1910-05-09 00:00:00+00:00,44.0,217.0,0.0
1910-05-10 00:00:00+00:00,22.0,144.0,152.0
1910-05-11 00:00:00+00:00,22.0,183.0,0.0
1910-05-12 00:00:00+00:00,0.0,200.0,0.0
1910-05-13 00:00:00+00:00,11.0,200.0,0.0
1910-05-14 00:00:00+00:00,17.0,178.0,51.0
1910-05-15 00:00:00+00:00,-22.0,22.0,508.0
1910-05-16 00:00:00+00:00,-17.0,128.0,0.0
1910-05-17 00:00:00+00:00,17.0,183.0,0.0
1910-05-18 00:00:00+00:00,33.0,200.0,0.0
1910-05-19 00:00:00+00:00,0.0,150.0,0.0
1910-05-20 00:00:00+00:00,-33.0,117.0,84.0
1910-05-21 00:00:00+00:00,-11.0,183.0,13.0
1910-05-22 00:00:00+00:00,44.0,211.0,0.0
1910-05-23 00:00:00+00:00,-17.0,217.0,0.0
1910-05-24 00:00:00+00:00,50.0,244.0,10.0
1910-05-25 00:00:00+00:00,56.0,217.0,64.0
1910-05-26 00:00:00+00:00,44.0,183.0,0.0
1910-05-27 00:00:00+00:00,56.0,139.0,46.0
1910-05-28 00:00:00+00:00,0.0,161.0,0.0
1910-05-29 00:00:00+00:00,72.0,217.0,0.0
1910-05-30 00:00:00+00:00,44.0,239.0,0.0
1910-05-31 00:00:00+00:00,67.0,239.0,0.0
1910-06-01 00:00:00+00:00,100.0,261.0,0.0
1910-06-02 00:00:00+00:00,-17.0,156.0,0.0
1910-06-03 00:00:00+00:00,-61.0,133.0,0.0
1910-06-04 00:00:00+00:00,-11.0,206.0,8.0
1910-06-05 00:00:00+00:00,17.0,228.0,0.0
1910-06-06 00:00:00+00:00,67.0,211.0,25.0
1910-06-07 00:00:00+00:00,50.0,172.0,43.0
1910-06-08 00:00:00+00:00,-6.0,133.0,254.0
1910-06-09 00:00:00+00:00,0.0,283.0,0.0
1910-06-10 00:00:00+00:00,144.0,294.0,0.0
1910-06-11 00:00:00+00:00,111.0,222.0,0.0
1910-06-12 00:00:00+00:00,89.0,233.0,0.0
1910-06-13 00:00:00+00:00,100.0,217.0,51.0
1910-06-14 00:00:00+00:00,61.0,239.0,0.0
1910-06-15 00:00:00+00:00,67.0,272.0,10.0
1910-06-16 00:00:00+00:00,100.0,256.0,0.0
1910-06-17 00:00:00+00:00,61.0,211.0,0.0
1910-06-18 00:00:00+00:00,67.0,244.0,0.0
1910-06-19 00:00:00+00:00,67.0,289.0,0.0
1910-06-20 00:00:00+00:00,72.0,256.0,0.0
1910-06-21 00:00:00+00:00,44.0,200.0,107.0
1910-06-22 00:00:00+00:00,44.0,150.0,8.0
1910-06-23 00:00:00+00:00,44.0,167.0,15.0
1910-06-24 00:00:00+00:00,22.0,228.0,0.0
1910-06-25 00:00:00+00:00,50.0,272.0,0.0
1910-06-26 00:00:00+00:00,83.0,311.0,0.0
1910-06-27 00:00:00+00:00,100.0,322.0,0.0
1910-06-28 00:00:00+00:00,161.0,272.0,13.0
1910-06-29 00:00:00+00:00,189.0,272.0,0.0
1910-06-30 00:00:00+00:00,100.0,278.0,5.0
1910-07-01 00:00:00+00:00,78.0,239.0,152.0
1910-07-02 00:00:00+00:00,83.0,272.0,46.0
1910-07-03 00:00:00+00:00,56.0,272.0,0.0
1910-07-04 00:00:00+00:00,50.0,206.0,13.0
1910-07-05 00:00:00+00:00,78.0,217.0,0.0
1910-07-06 00:00:00+00:00,72.0,244.0,0.0
1910-07-07 00:00:00+00:00,111.0,222.0,0.0
1910-07-08 00:00:00+00:00,67.0,178.0,10.0
1910-07-09 00:00:00+00:00,0.0,222.0,0.0
1910-07-10 00:00:00+00:00,61.0,233.0,0.0
1910-07-11 00:00:00+00:00,50.0,222.0,0.0
1910-07-12 00:00:00+00:00,67.0,278.0,0.0
1910-07-13 00:00:00+00:00,44.0,317.0,0.0
1910-07-14 00:00:00+00:00,111.0,361.0,0.0
1910-07-15 00:00:00+00:00,172.0,283.0,0.0
1910-07-16 00:00:00+00:00,100.0,328.0,0.0
1910-07-17 00:00:00+00:00,144.0,328.0,10.0
